50_0	0
50_1	0
50_2	0
50_3	0
50_4	0
50_5	0
50_6	10
50_7	0
50_8	0
50_9	0
50_10	0
50_11	0
50_12	0
50_13	0
50_14	0
50_15	10
50_16	0
50_17	0
50_18	0
50_19	0
50_20	0
50_21	0
50_22	0
50_23	0
50_24	0
50_25	10
50_26	0
50_27	0
50_28	0
50_29	0
50_30	0
50_31	0
50_32	0
50_33	0
50_34	10
50_35	0
50_36	0
50_37	0
50_38	0
50_39	0
50_40	0
50_41	0
50_42	0
50_43	0
50_44	10
50_45	0
50_46	0
50_47	0
50_48	0
50_49	0
50_50	0
50_51	0
50_52	0
50_53	10
50_54	0
50_55	0
50_56	0
50_57	0
50_58	0
50_59	0
50_60	0
50_61	0
50_62	0
50_63	10
50_64	0
50_65	0
50_66	0
50_67	0
50_68	0
50_69	0
50_70	0
50_71	0
50_72	10
50_73	0
50_74	0
50_75	0
50_76	0
50_77	0
50_78	0
50_79	0
50_80	0
50_81	0
50_82	10
50_83	0
50_84	0
50_85	0
50_86	0
50_87	0
50_88	0
50_89	0
50_90	0
50_91	10
50_92	0
50_93	0
50_94	0
50_95	0
50_96	0
50_97	0
50_98	0
50_99	0
100_0	10
100_1	10
100_2	10
100_3	10
100_4	0
100_5	0
100_6	10
100_7	10
100_8	10
100_9	10
100_10	0
100_11	10
100_12	10
100_13	10
100_14	10
100_15	10
100_16	0
100_17	10
100_18	10
100_19	10
100_20	10
100_21	0
100_22	10
100_23	10
100_24	10
100_25	10
100_26	10
100_27	0
100_28	10
100_29	10
100_30	10
100_31	10
100_32	10
100_33	0
100_34	10
100_35	10
100_36	10
100_37	10
100_38	0
100_39	10
100_40	10
100_41	10
100_42	10
100_43	10
100_44	0
100_45	10
100_46	10
100_47	10
100_48	10
100_49	10
100_50	0
100_51	10
100_52	10
100_53	10
100_54	10
100_55	0
100_56	10
100_57	10
100_58	10
100_59	10
100_60	10
100_61	0
100_62	10
100_63	10
100_64	10
100_65	10
100_66	0
100_67	0
100_68	10
100_69	10
100_70	10
100_71	10
100_72	0
100_73	10
100_74	10
100_75	10
100_76	10
100_77	10
100_78	0
100_79	10
100_80	10
100_81	10
100_82	10
100_83	0
100_84	10
100_85	10
100_86	10
100_87	10
100_88	10
100_89	0
100_90	10
100_91	10
100_92	10
100_93	10
100_94	10
100_95	0
100_96	10
100_97	10
100_98	10
100_99	10
150_0	20
150_1	30
150_2	30
150_3	30
150_4	20
150_5	30
150_6	30
150_7	30
150_8	20
150_9	30
150_10	30
150_11	30
150_12	20
150_13	30
150_14	30
150_15	30
150_16	20
150_17	30
150_18	30
150_19	20
150_20	20
150_21	30
150_22	30
150_23	20
150_24	30
150_25	30
150_26	30
150_27	20
150_28	30
150_29	30
150_30	30
150_31	20
150_32	30
150_33	30
150_34	30
150_35	20
150_36	30
150_37	30
150_38	30
150_39	20
150_40	30
150_41	30
150_42	30
150_43	20
150_44	30
150_45	30
150_46	20
150_47	20
150_48	30
150_49	30
150_50	20
150_51	20
150_52	30
150_53	30
150_54	20
150_55	30
150_56	30
150_57	30
150_58	20
150_59	30
150_60	30
150_61	30
150_62	20
150_63	30
150_64	30
150_65	30
150_66	20
150_67	30
150_68	30
150_69	30
150_70	20
150_71	30
150_72	30
150_73	20
150_74	20
150_75	30
150_76	30
150_77	20
150_78	20
150_79	30
150_80	30
150_81	20
150_82	30
150_83	30
150_84	30
150_85	20
150_86	30
150_87	30
150_88	30
150_89	20
150_90	30
150_91	30
150_92	30
150_93	20
150_94	30
150_95	30
150_96	30
150_97	20
150_98	30
150_99	30
200_0	60
200_1	70
200_2	60
200_3	70
200_4	60
200_5	70
200_6	60
200_7	70
200_8	60
200_9	70
200_10	60
200_11	60
200_12	60
200_13	60
200_14	60
200_15	60
200_16	60
200_17	60
200_18	70
200_19	60
200_20	70
200_21	60
200_22	70
200_23	60
200_24	70
200_25	60
200_26	70
200_27	60
200_28	70
200_29	60
200_30	70
200_31	60
200_32	70
200_33	60
200_34	70
200_35	60
200_36	70
200_37	60
200_38	60
200_39	60
200_40	60
200_41	60
200_42	60
200_43	60
200_44	60
200_45	70
200_46	60
200_47	70
200_48	60
200_49	70
200_50	60
200_51	70
200_52	60
200_53	70
200_54	60
200_55	70
200_56	60
200_57	70
200_58	60
200_59	70
200_60	60
200_61	70
200_62	60
200_63	70
200_64	60
200_65	60
200_66	60
200_67	60
200_68	60
200_69	60
200_70	60
200_71	60
200_72	70
200_73	60
200_74	70
200_75	60
200_76	70
200_77	60
200_78	70
200_79	60
200_80	70
200_81	60
200_82	70
200_83	60
200_84	70
200_85	60
200_86	70
200_87	60
200_88	70
200_89	60
200_90	70
200_91	60
200_92	60
200_93	60
200_94	60
200_95	60
