100_0.txt	549
100_1.txt	539
100_10.txt	537
100_11.txt	546
100_12.txt	546
100_13.txt	535
100_14.txt	536
100_15.txt	537
100_16.txt	536
100_17.txt	546
100_18.txt	536
100_19.txt	536
100_2.txt	547
100_20.txt	560
100_21.txt	537
100_22.txt	538
100_23.txt	537
100_24.txt	537
100_25.txt	538
100_26.txt	536
100_27.txt	539
100_28.txt	537
100_29.txt	544
100_3.txt	541
100_30.txt	546
100_31.txt	537
100_32.txt	537
100_33.txt	543
100_34.txt	551
100_35.txt	541
100_36.txt	548
100_37.txt	541
100_38.txt	550
100_39.txt	536
100_4.txt	548
100_40.txt	547
100_41.txt	548
100_42.txt	538
100_43.txt	827
100_44.txt	540
100_45.txt	759
100_46.txt	638
100_47.txt	537
100_48.txt	536
100_49.txt	546
100_5.txt	541
100_50.txt	544
100_51.txt	542
100_52.txt	542
100_53.txt	548
100_54.txt	914
100_55.txt	549
100_56.txt	540
100_57.txt	551
100_58.txt	665
100_59.txt	549
100_6.txt	992
100_60.txt	639
100_61.txt	552
100_62.txt	553
100_63.txt	540
100_64.txt	629
100_65.txt	539
100_66.txt	545
100_67.txt	541
100_68.txt	548
100_69.txt	545
100_7.txt	541
100_70.txt	567
100_71.txt	550
100_72.txt	537
100_73.txt	616
100_74.txt	655
100_75.txt	545
100_76.txt	550
100_77.txt	547
100_78.txt	546
100_79.txt	547
100_8.txt	536
100_80.txt	539
100_81.txt	542
100_82.txt	545
100_83.txt	536
100_84.txt	536
100_85.txt	546
100_86.txt	546
100_87.txt	552
100_88.txt	538
100_89.txt	550
100_9.txt	546
100_90.txt	538
100_91.txt	941
100_92.txt	551
100_93.txt	536
100_94.txt	536
100_95.txt	540
100_96.txt	544
100_97.txt	542
100_98.txt	537
100_99.txt	658
150_0.txt	1786
150_1.txt	1788
150_10.txt	1849
150_11.txt	1805
150_12.txt	1952
150_13.txt	1903
150_14.txt	1797
150_15.txt	1813
150_16.txt	1895
150_17.txt	1884
150_18.txt	1887
150_19.txt	2201
150_2.txt	2297
150_20.txt	1787
150_21.txt	1808
150_22.txt	1790
150_23.txt	1807
150_24.txt	1780
150_25.txt	1784
150_26.txt	1783
150_27.txt	1785
150_28.txt	1786
150_29.txt	1789
150_3.txt	1800
150_30.txt	1782
150_31.txt	1784
150_32.txt	1795
150_33.txt	1807
150_34.txt	1921
150_35.txt	1828
150_36.txt	1789
150_37.txt	1783
150_38.txt	1782
150_39.txt	1789
150_4.txt	1874
150_40.txt	1809
150_41.txt	1886
150_42.txt	2116
150_43.txt	1805
150_44.txt	1796
150_45.txt	1809
150_46.txt	1793
150_47.txt	1803
150_48.txt	1799
150_49.txt	1828
150_5.txt	1783
150_50.txt	1784
150_51.txt	1808
150_52.txt	2374
150_53.txt	1784
150_54.txt	1780
150_55.txt	1785
150_56.txt	1784
150_57.txt	1782
150_58.txt	1807
150_59.txt	1865
150_6.txt	1780
150_60.txt	2999
150_61.txt	1824
150_62.txt	1782
150_63.txt	1790
150_64.txt	1803
150_65.txt	1885
150_66.txt	1994
150_67.txt	1897
150_68.txt	1906
150_69.txt	1803
150_7.txt	1803
150_70.txt	2090
150_71.txt	1789
150_72.txt	1784
150_73.txt	1782
150_74.txt	1820
150_75.txt	1781
150_76.txt	1788
150_77.txt	1834
150_78.txt	1803
150_79.txt	1804
150_8.txt	1791
150_80.txt	1929
150_81.txt	1782
150_82.txt	1780
150_83.txt	1783
150_84.txt	1920
150_85.txt	1784
150_86.txt	1782
150_87.txt	1782
150_88.txt	1807
150_89.txt	1782
150_9.txt	1801
150_90.txt	1837
150_91.txt	1838
150_92.txt	1786
150_93.txt	1810
150_94.txt	1787
150_95.txt	1823
150_96.txt	1804
150_97.txt	1808
150_98.txt	1798
150_99.txt	1800
200_0.txt	4560
200_1.txt	4798
200_10.txt	4684
200_11.txt	4659
200_12.txt	4553
200_13.txt	4600
200_14.txt	4715
200_15.txt	6808
200_16.txt	4594
200_17.txt	4638
200_18.txt	4689
200_19.txt	4945
200_2.txt	4661
200_20.txt	4911
200_21.txt	4599
200_22.txt	4590
200_23.txt	4590
200_24.txt	4598
200_25.txt	7416
200_26.txt	4966
200_27.txt	4593
200_28.txt	4597
200_29.txt	4648
200_3.txt	4597
200_30.txt	4674
200_31.txt	4699
200_32.txt	4714
200_33.txt	4698
200_34.txt	4719
200_35.txt	4597
200_36.txt	4573
200_37.txt	4591
200_38.txt	4871
200_39.txt	4769
200_4.txt	4702
200_40.txt	4652
200_41.txt	4703
200_42.txt	4525
200_43.txt	4652
200_44.txt	4793
200_45.txt	4554
200_46.txt	4700
200_47.txt	4682
200_48.txt	4596
200_49.txt	5339
200_5.txt	4700
200_50.txt	4559
200_51.txt	4595
200_52.txt	4702
200_53.txt	4554
200_54.txt	4601
200_55.txt	4543
200_56.txt	4588
200_57.txt	4644
200_58.txt	4861
200_59.txt	4612
200_6.txt	4640
200_60.txt	4780
200_61.txt	4570
200_62.txt	4598
200_63.txt	4659
200_64.txt	4662
200_65.txt	4659
200_66.txt	4606
200_67.txt	4836
200_68.txt	4647
200_69.txt	6019
200_7.txt	4595
200_70.txt	4597
200_71.txt	4658
200_72.txt	4702
200_73.txt	4600
200_74.txt	4798
200_75.txt	4797
200_76.txt	4596
200_77.txt	4796
200_78.txt	4597
200_79.txt	4591
200_8.txt	4799
200_80.txt	4798
200_81.txt	4601
200_82.txt	4588
200_83.txt	4660
200_84.txt	4663
200_85.txt	4707
200_86.txt	4643
200_87.txt	4713
200_88.txt	4802
200_89.txt	4799
200_9.txt	4797
200_90.txt	4603
200_91.txt	4549
200_92.txt	5286
200_93.txt	4699
200_94.txt	4559
200_95.txt	4700
200_96.txt	4553
200_97.txt	4597
200_98.txt	4703
200_99.txt	4600
250_0.txt	9882
250_1.txt	10032
250_10.txt	10106
250_11.txt	9855
250_12.txt	9599
250_13.txt	9769
250_14.txt	9875
250_15.txt	9876
250_16.txt	9871
250_17.txt	9598
250_18.txt	9623
250_19.txt	10466
250_2.txt	9609
250_20.txt	9595
